year;age_group_m;age_group_w;duration;divorces
2021;Less than 20 years;40-49 years;15-19 years;0
2021;Less than 20 years;40-49 years;20 years or more;0
2021;Less than 20 years;50-59 years;0-4 years;0
2021;Less than 20 years;50-59 years;5-9 years;0
2021;Less than 20 years;50-59 years;10-14 years;0
2021;Less than 20 years;50-59 years;15-19 years;0
2021;Less than 20 years;50-59 years;20 years or more;0
2021;Less than 20 years;60-69 years;0-4 years;0
2021;Less than 20 years;60-69 years;5-9 years;0
2021;Less than 20 years;60-69 years;10-14 years;0
2021;Less than 20 years;60-69 years;15-19 years;0
2021;Less than 20 years;60-69 years;20 years or more;0
2021;Less than 20 years;70-79 years;0-4 years;0
2021;Less than 20 years;70-79 years;5-9 years;0
2021;Less than 20 years;70-79 years;10-14 years;0
2021;Less than 20 years;70-79 years;15-19 years;0
2021;Less than 20 years;70-79 years;20 years or more;0
2021;Less than 20 years;80-89 years;0-4 years;0
2021;Less than 20 years;80-89 years;5-9 years;0
2021;Less than 20 years;80-89 years;10-14 years;0
2021;Less than 20 years;80-89 years;15-19 years;0
2021;Less than 20 years;80-89 years;20 years or more;0
2021;Less than 20 years;90 years or more;0-4 years;0
2021;Less than 20 years;90 years or more;5-9 years;0
2021;Less than 20 years;90 years or more;10-14 years;0
2021;Less than 20 years;90 years or more;15-19 years;0
2021;Less than 20 years;90 years or more;20 years or more;0
2021;20-29 years;Less than 20 years;0-4 years;4
2021;20-29 years;Less than 20 years;5-9 years;0
2021;20-29 years;Less than 20 years;10-14 years;0
2021;20-29 years;Less than 20 years;15-19 years;0
2021;20-29 years;Less than 20 years;20 years or more;0
2021;20-29 years;20-29 years;0-4 years;251
2021;20-29 years;20-29 years;5-9 years;109
2021;20-29 years;20-29 years;10-14 years;2
2021;20-29 years;20-29 years;15-19 years;0
2021;20-29 years;20-29 years;20 years or more;0
2021;20-29 years;30-39 years;0-4 years;71
2021;20-29 years;30-39 years;5-9 years;58
2021;20-29 years;30-39 years;10-14 years;1
2021;20-29 years;30-39 years;15-19 years;0
2021;20-29 years;30-39 years;20 years or more;0
2021;20-29 years;40-49 years;0-4 years;7
2021;20-29 years;40-49 years;5-9 years;6
2021;20-29 years;40-49 years;10-14 years;0
2021;20-29 years;40-49 years;15-19 years;0
2021;20-29 years;40-49 years;20 years or more;0
2021;20-29 years;50-59 years;0-4 years;1
2021;20-29 years;50-59 years;5-9 years;2
2021;20-29 years;50-59 years;10-14 years;0
2021;20-29 years;50-59 years;15-19 years;0
2021;20-29 years;50-59 years;20 years or more;0
2021;20-29 years;60-69 years;0-4 years;0
2021;20-29 years;60-69 years;5-9 years;0
2021;20-29 years;60-69 years;10-14 years;0
2021;20-29 years;60-69 years;15-19 years;0
2021;20-29 years;60-69 years;20 years or more;0
2021;20-29 years;70-79 years;0-4 years;0
2021;20-29 years;70-79 years;5-9 years;0
2021;20-29 years;70-79 years;10-14 years;0
2021;20-29 years;70-79 years;15-19 years;0
2021;20-29 years;70-79 years;20 years or more;0
2021;20-29 years;80-89 years;0-4 years;0
2021;20-29 years;80-89 years;5-9 years;0
2021;20-29 years;80-89 years;10-14 years;0
2021;20-29 years;80-89 years;15-19 years;0
2021;20-29 years;80-89 years;20 years or more;0
2021;20-29 years;90 years or more;0-4 years;0
2021;20-29 years;90 years or more;5-9 years;0
2021;20-29 years;90 years or more;10-14 years;0
2021;20-29 years;90 years or more;15-19 years;0
2021;20-29 years;90 years or more;20 years or more;0
2021;30-39 years;Less than 20 years;0-4 years;0
2021;30-39 years;Less than 20 years;5-9 years;0
2021;30-39 years;Less than 20 years;10-14 years;0
2021;30-39 years;Less than 20 years;15-19 years;0
2021;30-39 years;Less than 20 years;20 years or more;0
2021;30-39 years;20-29 years;0-4 years;218
2021;30-39 years;20-29 years;5-9 years;290
2021;30-39 years;20-29 years;10-14 years;25
2021;30-39 years;20-29 years;15-19 years;0
2021;30-39 years;20-29 years;20 years or more;0
2021;30-39 years;30-39 years;0-4 years;505
2021;30-39 years;30-39 years;5-9 years;1186
2021;30-39 years;30-39 years;10-14 years;592
2021;30-39 years;30-39 years;15-19 years;124
2021;30-39 years;30-39 years;20 years or more;4
2021;30-39 years;40-49 years;0-4 years;67
2021;30-39 years;40-49 years;5-9 years;196
2021;30-39 years;40-49 years;10-14 years;132
2021;30-39 years;40-49 years;15-19 years;44
2021;30-39 years;40-49 years;20 years or more;2
2021;30-39 years;50-59 years;0-4 years;16
2021;30-39 years;50-59 years;5-9 years;57
2021;30-39 years;50-59 years;10-14 years;26
2021;30-39 years;50-59 years;15-19 years;2
2021;30-39 years;50-59 years;20 years or more;0
2021;30-39 years;60-69 years;0-4 years;2
2021;30-39 years;60-69 years;5-9 years;16
2021;30-39 years;60-69 years;10-14 years;1
2021;30-39 years;60-69 years;15-19 years;2
2021;30-39 years;60-69 years;20 years or more;0
2021;30-39 years;70-79 years;0-4 years;0
2021;30-39 years;70-79 years;5-9 years;0
2021;30-39 years;70-79 years;10-14 years;0
2021;30-39 years;70-79 years;15-19 years;0
2021;30-39 years;70-79 years;20 years or more;0
2021;30-39 years;80-89 years;0-4 years;0
2021;30-39 years;80-89 years;5-9 years;0
2021;30-39 years;80-89 years;10-14 years;0
2021;30-39 years;80-89 years;15-19 years;0
2021;30-39 years;80-89 years;20 years or more;0
2021;30-39 years;90 years or more;0-4 years;0
2021;30-39 years;90 years or more;5-9 years;0
2021;30-39 years;90 years or more;10-14 years;0
2021;30-39 years;90 years or more;15-19 years;0
2021;30-39 years;90 years or more;20 years or more;0
2021;40-49 years;Less than 20 years;0-4 years;0
2021;40-49 years;Less than 20 years;5-9 years;0
2021;40-49 years;Less than 20 years;10-14 years;0
2021;40-49 years;Less than 20 years;15-19 years;0
2021;40-49 years;Less than 20 years;20 years or more;0
2021;40-49 years;20-29 years;0-4 years;23
2021;40-49 years;20-29 years;5-9 years;26
2021;40-49 years;20-29 years;10-14 years;3
2021;40-49 years;20-29 years;15-19 years;0
2021;40-49 years;20-29 years;20 years or more;0
2021;40-49 years;30-39 years;0-4 years;135
2021;40-49 years;30-39 years;5-9 years;598
2021;40-49 years;30-39 years;10-14 years;555
2021;40-49 years;30-39 years;15-19 years;207
2021;40-49 years;30-39 years;20 years or more;26
2021;40-49 years;40-49 years;0-4 years;110
2021;40-49 years;40-49 years;5-9 years;462
2021;40-49 years;40-49 years;10-14 years;1045
2021;40-49 years;40-49 years;15-19 years;917
2021;40-49 years;40-49 years;20 years or more;544
2021;40-49 years;50-59 years;0-4 years;37
2021;40-49 years;50-59 years;5-9 years;89
2021;40-49 years;50-59 years;10-14 years;116
2021;40-49 years;50-59 years;15-19 years;143
2021;40-49 years;50-59 years;20 years or more;113
2021;40-49 years;60-69 years;0-4 years;4
2021;40-49 years;60-69 years;5-9 years;17
2021;40-49 years;60-69 years;10-14 years;19
2021;40-49 years;60-69 years;15-19 years;19
2021;40-49 years;60-69 years;20 years or more;9
2021;40-49 years;70-79 years;0-4 years;0
2021;40-49 years;70-79 years;5-9 years;2
2021;40-49 years;70-79 years;10-14 years;2
2021;40-49 years;70-79 years;15-19 years;2
2021;40-49 years;70-79 years;20 years or more;0
2021;40-49 years;80-89 years;0-4 years;0
2021;40-49 years;80-89 years;5-9 years;0
2021;40-49 years;80-89 years;10-14 years;0
2021;40-49 years;80-89 years;15-19 years;0
2021;40-49 years;80-89 years;20 years or more;0
2021;40-49 years;90 years or more;0-4 years;0
2021;40-49 years;90 years or more;5-9 years;0
2021;40-49 years;90 years or more;10-14 years;0
2021;40-49 years;90 years or more;15-19 years;0
2021;40-49 years;90 years or more;20 years or more;0
2021;50-59 years;Less than 20 years;0-4 years;0
2021;50-59 years;Less than 20 years;5-9 years;0
2021;50-59 years;Less than 20 years;10-14 years;0
2021;50-59 years;Less than 20 years;15-19 years;0
2021;50-59 years;Less than 20 years;20 years or more;0
2021;50-59 years;20-29 years;0-4 years;9
2021;50-59 years;20-29 years;5-9 years;14
2021;50-59 years;20-29 years;10-14 years;1
2021;50-59 years;20-29 years;15-19 years;0
2021;50-59 years;20-29 years;20 years or more;0
2021;50-59 years;30-39 years;0-4 years;44
2021;50-59 years;30-39 years;5-9 years;91
2021;50-59 years;30-39 years;10-14 years;113
2021;50-59 years;30-39 years;15-19 years;49
2021;50-59 years;30-39 years;20 years or more;1
2021;50-59 years;40-49 years;0-4 years;68
2021;50-59 years;40-49 years;5-9 years;216
2021;50-59 years;40-49 years;10-14 years;386
2021;50-59 years;40-49 years;15-19 years;489
2021;50-59 years;40-49 years;20 years or more;625
2021;50-59 years;50-59 years;0-4 years;47
2021;50-59 years;50-59 years;5-9 years;125
2021;50-59 years;50-59 years;10-14 years;210
2021;50-59 years;50-59 years;15-19 years;398
2021;50-59 years;50-59 years;20 years or more;1978
2021;50-59 years;60-69 years;0-4 years;1
2021;50-59 years;60-69 years;5-9 years;16
2021;50-59 years;60-69 years;10-14 years;24
2021;50-59 years;60-69 years;15-19 years;29
2021;50-59 years;60-69 years;20 years or more;181
2021;50-59 years;70-79 years;0-4 years;0
2021;50-59 years;70-79 years;5-9 years;1
2021;50-59 years;70-79 years;10-14 years;4
2021;50-59 years;70-79 years;15-19 years;2
2021;50-59 years;70-79 years;20 years or more;6
2021;50-59 years;80-89 years;0-4 years;0
2021;50-59 years;80-89 years;5-9 years;0
2021;50-59 years;80-89 years;10-14 years;1
2021;50-59 years;80-89 years;15-19 years;1
2021;50-59 years;80-89 years;20 years or more;0
2021;50-59 years;90 years or more;0-4 years;0
2021;50-59 years;90 years or more;5-9 years;0
2021;50-59 years;90 years or more;10-14 years;0
2021;50-59 years;90 years or more;15-19 years;0
2021;50-59 years;90 years or more;20 years or more;0
2021;60-69 years;Less than 20 years;0-4 years;0
2021;60-69 years;Less than 20 years;5-9 years;0
2021;60-69 years;Less than 20 years;10-14 years;0
2021;60-69 years;Less than 20 years;15-19 years;0
2021;60-69 years;Less than 20 years;20 years or more;0
2021;60-69 years;20-29 years;0-4 years;3
2021;60-69 years;20-29 years;5-9 years;2
2021;60-69 years;20-29 years;10-14 years;0
2021;60-69 years;20-29 years;15-19 years;0
2021;60-69 years;20-29 years;20 years or more;0
2021;60-69 years;30-39 years;0-4 years;7
2021;60-69 years;30-39 years;5-9 years;23
2021;60-69 years;30-39 years;10-14 years;17
2021;60-69 years;30-39 years;15-19 years;5
2021;60-69 years;30-39 years;20 years or more;2
2021;60-69 years;40-49 years;0-4 years;13
2021;60-69 years;40-49 years;5-9 years;43
2021;60-69 years;40-49 years;10-14 years;84
2021;60-69 years;40-49 years;15-19 years;72
2021;60-69 years;40-49 years;20 years or more;76
2021;60-69 years;50-59 years;0-4 years;29
2021;60-69 years;50-59 years;5-9 years;63
2021;60-69 years;50-59 years;10-14 years;83
2021;60-69 years;50-59 years;15-19 years;99
2021;60-69 years;50-59 years;20 years or more;711
2021;60-69 years;60-69 years;0-4 years;12
2021;60-69 years;60-69 years;5-9 years;30
2021;60-69 years;60-69 years;10-14 years;35
2021;60-69 years;60-69 years;15-19 years;25
2021;60-69 years;60-69 years;20 years or more;715
2021;60-69 years;70-79 years;0-4 years;1
2021;60-69 years;70-79 years;5-9 years;6
2021;60-69 years;70-79 years;10-14 years;6
2021;60-69 years;70-79 years;15-19 years;10
2021;60-69 years;70-79 years;20 years or more;37
2021;60-69 years;80-89 years;0-4 years;0
2021;60-69 years;80-89 years;5-9 years;0
2021;60-69 years;80-89 years;10-14 years;0
2021;60-69 years;80-89 years;15-19 years;0
2021;60-69 years;80-89 years;20 years or more;4
2021;60-69 years;90 years or more;0-4 years;0
2021;60-69 years;90 years or more;5-9 years;0
2021;60-69 years;90 years or more;10-14 years;0
2021;60-69 years;90 years or more;15-19 years;0
2021;60-69 years;90 years or more;20 years or more;0
2021;70-79 years;Less than 20 years;0-4 years;0
2021;70-79 years;Less than 20 years;5-9 years;0
2021;70-79 years;Less than 20 years;10-14 years;0
2021;70-79 years;Less than 20 years;15-19 years;0
2021;70-79 years;Less than 20 years;20 years or more;0
2021;70-79 years;20-29 years;0-4 years;0
2021;70-79 years;20-29 years;5-9 years;2
2021;70-79 years;20-29 years;10-14 years;0
2021;70-79 years;20-29 years;15-19 years;0
2021;70-79 years;20-29 years;20 years or more;0
2021;70-79 years;30-39 years;0-4 years;0
2021;70-79 years;30-39 years;5-9 years;4
2021;70-79 years;30-39 years;10-14 years;6
2021;70-79 years;30-39 years;15-19 years;0
2021;70-79 years;30-39 years;20 years or more;0
2021;70-79 years;40-49 years;0-4 years;2
2021;70-79 years;40-49 years;5-9 years;2
2021;70-79 years;40-49 years;10-14 years;23
2021;70-79 years;40-49 years;15-19 years;13
2021;70-79 years;40-49 years;20 years or more;4
2021;70-79 years;50-59 years;0-4 years;2
2021;70-79 years;50-59 years;5-9 years;17
2021;70-79 years;50-59 years;10-14 years;12
2021;70-79 years;50-59 years;15-19 years;17
2021;70-79 years;50-59 years;20 years or more;47
2021;70-79 years;60-69 years;0-4 years;6
2021;70-79 years;60-69 years;5-9 years;12
2021;70-79 years;60-69 years;10-14 years;19
2021;70-79 years;60-69 years;15-19 years;9
2021;70-79 years;60-69 years;20 years or more;155
2021;70-79 years;70-79 years;0-4 years;2
2021;70-79 years;70-79 years;5-9 years;3
2021;70-79 years;70-79 years;10-14 years;4
2021;70-79 years;70-79 years;15-19 years;4
2021;70-79 years;70-79 years;20 years or more;132
2021;70-79 years;80-89 years;0-4 years;0
2021;70-79 years;80-89 years;5-9 years;0
2021;70-79 years;80-89 years;10-14 years;0
2021;70-79 years;80-89 years;15-19 years;0
2021;70-79 years;80-89 years;20 years or more;7
2021;70-79 years;90 years or more;0-4 years;0
2021;70-79 years;90 years or more;5-9 years;0
2021;70-79 years;90 years or more;10-14 years;0
2021;70-79 years;90 years or more;15-19 years;0
2021;70-79 years;90 years or more;20 years or more;1
2021;80-89 years;Less than 20 years;0-4 years;0
2021;80-89 years;Less than 20 years;5-9 years;0
2021;80-89 years;Less than 20 years;10-14 years;0
2021;80-89 years;Less than 20 years;15-19 years;0
2021;80-89 years;Less than 20 years;20 years or more;0
2021;80-89 years;20-29 years;0-4 years;0
2021;80-89 years;20-29 years;5-9 years;0
2021;80-89 years;20-29 years;10-14 years;0
2021;80-89 years;20-29 years;15-19 years;0
2021;80-89 years;20-29 years;20 years or more;0
2021;80-89 years;30-39 years;0-4 years;0
2021;80-89 years;30-39 years;5-9 years;1
2021;80-89 years;30-39 years;10-14 years;0
2021;80-89 years;30-39 years;15-19 years;1
2021;80-89 years;30-39 years;20 years or more;0
2021;80-89 years;40-49 years;0-4 years;1
2021;80-89 years;40-49 years;5-9 years;0
2021;80-89 years;40-49 years;10-14 years;1
2021;80-89 years;40-49 years;15-19 years;1
2021;80-89 years;40-49 years;20 years or more;0
2021;80-89 years;50-59 years;0-4 years;1
2021;80-89 years;50-59 years;5-9 years;0
2021;80-89 years;50-59 years;10-14 years;1
2021;80-89 years;50-59 years;15-19 years;0
2021;80-89 years;50-59 years;20 years or more;5
2021;80-89 years;60-69 years;0-4 years;0
2021;80-89 years;60-69 years;5-9 years;2
2021;80-89 years;60-69 years;10-14 years;3
2021;80-89 years;60-69 years;15-19 years;0
2021;80-89 years;60-69 years;20 years or more;7
2021;80-89 years;70-79 years;0-4 years;2
2021;80-89 years;70-79 years;5-9 years;0
2021;80-89 years;70-79 years;10-14 years;0
2021;80-89 years;70-79 years;15-19 years;2
2021;80-89 years;70-79 years;20 years or more;26
2021;80-89 years;80-89 years;0-4 years;0
2021;80-89 years;80-89 years;5-9 years;0
2021;80-89 years;80-89 years;10-14 years;0
2021;80-89 years;80-89 years;15-19 years;1
2021;80-89 years;80-89 years;20 years or more;12
2021;80-89 years;90 years or more;0-4 years;0
2021;80-89 years;90 years or more;5-9 years;0
2021;80-89 years;90 years or more;10-14 years;0
2021;80-89 years;90 years or more;15-19 years;0
2021;80-89 years;90 years or more;20 years or more;0
2021;90 years or more;Less than 20 years;0-4 years;0
2021;90 years or more;Less than 20 years;5-9 years;0
2021;90 years or more;Less than 20 years;10-14 years;0
2021;90 years or more;Less than 20 years;15-19 years;0
2021;90 years or more;Less than 20 years;20 years or more;0
2021;90 years or more;20-29 years;0-4 years;0
2021;90 years or more;20-29 years;5-9 years;0
2021;90 years or more;20-29 years;10-14 years;0
2021;90 years or more;20-29 years;15-19 years;0
2021;90 years or more;20-29 years;20 years or more;0
2021;90 years or more;30-39 years;0-4 years;0
2021;90 years or more;30-39 years;5-9 years;0
2021;90 years or more;30-39 years;10-14 years;0
2021;90 years or more;30-39 years;15-19 years;0
2021;90 years or more;30-39 years;20 years or more;0
2021;90 years or more;40-49 years;0-4 years;0
2021;90 years or more;40-49 years;5-9 years;0
2021;90 years or more;40-49 years;10-14 years;0
2021;90 years or more;40-49 years;15-19 years;0
2021;90 years or more;40-49 years;20 years or more;0
2021;90 years or more;50-59 years;0-4 years;0
2021;90 years or more;50-59 years;5-9 years;0
2021;90 years or more;50-59 years;10-14 years;0
2021;90 years or more;50-59 years;15-19 years;0
2021;90 years or more;50-59 years;20 years or more;0
2021;90 years or more;60-69 years;0-4 years;0
2021;90 years or more;60-69 years;5-9 years;1
2021;90 years or more;60-69 years;10-14 years;0
2021;90 years or more;60-69 years;15-19 years;0
2021;90 years or more;60-69 years;20 years or more;0
2021;90 years or more;70-79 years;0-4 years;0
2021;90 years or more;70-79 years;5-9 years;0
2021;90 years or more;70-79 years;10-14 years;0
2021;90 years or more;70-79 years;15-19 years;0
2021;90 years or more;70-79 years;20 years or more;1
2021;90 years or more;80-89 years;0-4 years;0
2021;90 years or more;80-89 years;5-9 years;0
2021;90 years or more;80-89 years;10-14 years;0
2021;90 years or more;80-89 years;15-19 years;0
